0	0	
1.60388e-05	0.000983837	
0.000125518	0.00387251	
0.000414319	0.00857577	
0.000960413	0.0150084	
0.00183424	0.02309	
0.00309908	0.0327447	
0.00481141	0.0439007	
0.00702125	0.0564903	
0.00977254	0.0704493	
0.0131035	0.0857171	
0.0170468	0.102236	
0.0216302	0.119952	
0.0268766	0.138813	
0.0328042	0.15877	
0.0394275	0.179775	
0.0467566	0.201785	
0.0547982	0.224756	
0.0635557	0.248648	
0.073029	0.27342	
0.0832156	0.299035	
0.09411	0.325458	
0.105704	0.352651	
0.117989	0.380583	
0.13095	0.409218	
0.144576	0.438525	
0.158849	0.468473	
0.173753	0.499032	
0.18927	0.53017	
0.205378	0.561858	
0.222058	0.594069	
0.239287	0.626773	
0.257043	0.659942	
0.275302	0.693548	
0.294041	0.727565	
0.313235	0.761964	
0.332858	0.79672	
0.352887	0.831806	
0.373294	0.867195	
0.394055	0.90286	
0.415143	0.938777	
0.436533	0.974919	
0.4582	1.01126	
0.480116	1.04778	
0.502258	1.08444	
0.524599	1.12123	
0.547113	1.15811	
0.569778	1.19507	
0.592566	1.23207	
0.615456	1.2691	
0.638421	1.30613	
0.661439	1.34313	
0.684487	1.38008	
0.707542	1.41696	
0.730581	1.45375	
0.753582	1.49041	
0.776526	1.52693	
0.799389	1.56328	
0.822153	1.59944	
0.844797	1.63539	
0.867302	1.67111	
0.889649	1.70657	
0.911819	1.74176	
0.933796	1.77665	
0.955562	1.81122	
0.9771	1.84545	
0.998394	1.87932	
1.01943	1.91282	
1.04019	1.94592	
1.06066	1.9786	
1.08083	2.01085	
1.10068	2.04265	
1.12021	2.07398	
1.13939	2.10482	
1.15822	2.13517	
1.17669	2.165	
1.19478	2.19429	
1.21248	2.22304	
1.2298	2.25123	
1.24671	2.27885	
1.2632	2.30588	
1.27928	2.33231	
1.29493	2.35812	
1.31014	2.38332	
1.32492	2.40788	
1.33924	2.43181	
1.35311	2.45508	
1.36653	2.47768	
1.37948	2.49962	
1.39197	2.52088	
1.40399	2.54146	
1.41553	2.56135	
1.42659	2.58054	
1.43718	2.59902	
1.44729	2.6168	
1.45691	2.63387	
1.46606	2.65023	
1.47471	2.66587	
1.48289	2.68078	
1.49058	2.69498	
1.49778	2.70845	
1.50451	2.7212	
1.51075	2.73323	
1.51651	2.74453	
1.5218	2.75511	
1.52661	2.76497	
1.53095	2.77411	
1.53481	2.78253	
1.53822	2.79024	
1.54115	2.79724	
1.54364	2.80354	
1.54566	2.80913	
1.54724	2.81403	
1.54837	2.81823	
1.54907	2.82175	
1.54933	2.8246	
1.54916	2.82677	
1.54857	2.82827	
1.54756	2.82912	
1.54614	2.82932	
1.54432	2.82889	
1.5421	2.82782	
1.5395	2.82612	
1.53651	2.82382	
1.53315	2.82091	
1.52942	2.81741	
1.52533	2.81333	
1.5209	2.80868	
1.51612	2.80347	
1.511	2.79771	
1.50556	2.79141	
1.4998	2.78459	
1.49374	2.77726	
1.48737	2.76943	
1.48071	2.76111	
1.47378	2.75231	
1.46657	2.74306	
1.45909	2.73335	
1.45136	2.72322	
1.44339	2.71266	
1.43519	2.70169	
1.42675	2.69034	
1.41811	2.6786	
1.40925	2.6665	
1.4002	2.65404	
1.39096	2.64125	
1.38155	2.62814	
1.37196	2.61472	
1.36222	2.60101	
1.35233	2.58702	
1.3423	2.57276	
1.33215	2.55825	
1.32187	2.54351	
1.31148	2.52855	
1.30099	2.51338	
1.29041	2.49802	
1.27975	2.48248	
1.26902	2.46678	
1.25822	2.45093	
1.24737	2.43494	
1.23647	2.41884	
1.22554	2.40262	
1.21458	2.38632	
1.2036	2.36993	
1.19261	2.35348	
1.18163	2.33698	
1.17064	2.32044	
1.15968	2.30388	
1.14874	2.2873	
1.13783	2.27072	
1.12696	2.25416	
1.11614	2.23763	
1.10537	2.22113	
1.09467	2.20468	
1.08404	2.1883	
1.07349	2.17199	
1.06302	2.15577	
1.05264	2.13964	
1.04236	2.12362	
1.03219	2.10773	
1.02213	2.09196	
1.01218	2.07633	
1.00237	2.06086	
0.992675	2.04554	
0.983121	2.03039	
