-2.90373e-07	-5.76305e-18	66	0
62.727	-0.921198	72	0
62.727	-0.921198	62	0
2.49516e-06	1.17067e-16	62	0
-2.75657e-06	1.44525e-16	72	0
-3.11939e-06	1.87163e-16	58	0
62.727	-0.921198	66	0
2.29063e-06	9.74905e-17	66	0
62.727	-0.921198	66	0
1.45351e-06	3.48043e-17	66	0
62.727	-0.921198	62	0
62.727	-0.921198	62	0
62.727	-0.921198	66	0
-3.66709e-06	2.61501e-16	62	0
62.727	-0.921198	66	0
-2.19362e-06	8.87898e-17	72	0
-4.31623e-06	3.65148e-16	66	0
-4.95508e-07	-2.53883e-18	66	0
62.727	-0.921198	58	0
2.25698e-06	9.44299e-17	66	0
-1.10762e-06	1.7087e-17	72	0
2.15885e-07	-6.51726e-18	72	0
-4.02838e-06	3.17108e-16	66	0
-1.3043e-06	2.65744e-17	72	0
-9.30644e-08	-7.27617e-18	72	0
-1.09655e-06	1.65992e-17	66	0
62.727	-0.921198	56	0
62.727	-0.921198	72	0
62.727	-0.921198	66	0
2.01297e-06	7.35914e-17	56	0
3.70478e-06	2.67059e-16	62	0
-1.093e-06	1.64435e-17	72	0
1.07078e-07	-7.22007e-18	66	0
3.15581e-06	1.91733e-16	66	0
62.727	-0.921198	62	0
-3.4224e-06	2.26807e-16	72	0
62.727	-0.921198	58	0
-3.43731e-06	2.28853e-16	58	0
-2.10729e-06	8.13644e-17	72	0
2.65101e-06	1.33108e-16	66	0
-1.77648e-06	5.56685e-17	72	0
4.23017e-06	3.50438e-16	66	0
-1.57561e-06	4.22018e-17	72	0
4.3303e-06	3.6758e-16	66	0
62.727	-0.921198	66	0
-3.07832e-06	1.82071e-16	66	0
-2.27016e-06	9.56228e-17	72	0
3.76696e-06	2.76351e-16	66	0
-1.81104e-06	5.81479e-17	62	0
2.69541e-07	-5.99634e-18	66	0
-5.21487e-07	-2.01042e-18	66	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
62.727	-0.921198	62	0
62.727	-0.921198	66	0
-2.51795e-06	1.19352e-16	72	0
3.24275e-06	2.02859e-16	72	0
-4.49836e-06	3.97256e-16	66	0
6.50813e-07	1.02177e-18	72	0
4.64458e-06	4.23993e-16	66	0
1.35299e-06	2.91621e-17	72	0
-2.43531e-06	1.11165e-16	72	0
-1.19777e-06	2.12436e-17	66	0
-9.43736e-07	1.03634e-17	72	0
-2.01748e-06	7.39553e-17	66	0
-1.61939e-06	4.49992e-17	58	0
-8.83485e-07	8.16153e-18	66	0
-3.95026e-06	3.04641e-16	66	0
62.727	-0.921198	62	0
62.727	-0.921198	72	0
2.00902e-06	7.32734e-17	72	0
-3.6181e-07	-4.83125e-18	58	0
62.727	-0.921198	72	0
-1.77896e-06	5.58449e-17	62	0
62.727	-0.921198	62	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
-1.87468e-06	6.28394e-17	66	0
62.727	-0.921198	58	0
4.206e-06	3.46359e-16	66	0
62.727	-0.921198	62	0
62.727	-0.921198	66	0
-6.11422e-07	2.73631e-20	66	0
3.42023e-06	2.2651e-16	72	0
62.727	-0.921198	62	0
3.24206e-07	-5.34721e-18	72	0
62.727	-0.921198	62	0
62.727	-0.921198	62	0
62.727	-0.921198	62	0
62.727	-0.921198	66	0
3.30905e-06	2.11547e-16	58	0
3.07715e-06	1.81927e-16	66	0
1.84983e-06	6.09883e-17	72	0
62.727	-0.921198	72	0
-4.16784e-06	3.39968e-16	66	0
3.39928e-06	2.23653e-16	62	0
62.727	-0.921198	66	0
2.68068e-06	1.36271e-16	72	0
3.86366e-06	2.91109e-16	66	0
-2.52431e-06	1.19994e-16	56	0
4.07227e-06	3.24218e-16	66	0
62.727	-0.921198	72	0
3.56433e-06	2.4664e-16	72	0
62.727	-0.921198	66	0
62.727	-0.921198	66	0
3.71421e-06	2.68457e-16	72	0
-9.44728e-07	1.04008e-17	66	0
4.79079e-06	4.51584e-16	72	0
62.727	-0.921198	72	0
62.727	-0.921198	66	0
-2.88819e-06	1.59383e-16	72	0
-1.20947e-06	2.18071e-17	66	0
-3.71216e-06	2.68153e-16	66	0
-2.30442e-06	9.87576e-17	72	0
1.07859e-06	1.58177e-17	60	0
62.727	-0.921198	60	0
2.70237e-06	1.38606e-16	66	0
-2.1344e-06	8.36643e-17	72	0
1.47807e-06	3.62445e-17	72	0
-3.1269e-06	1.88101e-16	72	0
3.02317e-06	1.75342e-16	66	0
-1.47479e-06	3.60505e-17	72	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
62.727	-0.921198	66	0
62.727	-0.921198	60	0
62.727	-0.921198	66	0
-3.2563e-06	2.04621e-16	66	0
-5.32947e-07	-1.76873e-18	60	0
1.74965e-06	5.37764e-17	72	0
-3.41094e-06	2.25241e-16	72	0
3.2563e-06	2.04621e-16	66	0
62.727	-0.921198	66	0
-2.5487e-07	-6.15021e-18	72	0
4.89388e-06	4.71551e-16	72	0
1.8776e-06	6.30583e-17	72	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
-1.71711e-06	5.15201e-17	72	0
62.727	-0.921198	72	0
1.83687e-06	6.00326e-17	66	0
-4.94158e-06	4.80934e-16	72	0
-2.91538e-06	1.62539e-16	66	0
3.5553e-06	2.45353e-16	66	0
2.20342e-07	-6.47837e-18	60	0
7.38848e-07	3.46854e-18	66	0
-5.47696e-07	-1.44997e-18	66	0
62.727	-0.921198	66	0
3.9497e-06	3.04553e-16	66	0
62.727	-0.921198	72	0
-1.95582e-06	6.90556e-17	72	0
3.77669e-06	2.77818e-16	72	0
62.727	-0.921198	72	0
-7.49148e-07	3.77508e-18	72	0
3.5901e-06	2.50327e-16	72	0
-2.65339e-06	1.3336e-16	66	0
62.727	-0.921198	66	0
62.727	-0.921198	60	0
62.727	-0.921198	72	0
62.727	-0.921198	60	0
-3.0281e-06	1.75938e-16	66	0
-3.96242e-06	3.06566e-16	72	0
2.35889e-06	1.03838e-16	72	0
62.727	-0.921198	66	0
62.727	-0.921198	72	0
62.727	-0.921198	66	0
-2.62126e-06	1.29971e-16	66	0
-2.33226e-06	1.01339e-16	56	0
-3.63101e-06	2.56235e-16	72	0
-2.39856e-06	1.07612e-16	72	0
-2.25259e-07	-6.43456e-18	72	0
-1.9153e-06	6.59184e-17	66	0
62.727	-0.921198	66	0
-1.13104e-06	1.81358e-17	66	0
62.727	-0.921198	66	0
-3.85491e-06	2.89758e-16	72	0
62.727	-0.921198	66	0
-2.51203e-06	1.18756e-16	72	0
-4.07715e-06	3.25013e-16	66	0
4.71914e-06	4.37955e-16	72	0
-4.37825e-06	3.75932e-16	72	0
62.727	-0.921198	72	0
4.50233e-06	3.9797e-16	72	0
2.1065e-06	8.12973e-17	66	0
62.727	-0.921198	72	0
-4.95876e-06	4.84336e-16	72	0
62.727	-0.921198	72	0
-3.81196e-06	2.83172e-16	72	0
2.89349e-06	1.59997e-16	72	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
2.84454e-06	1.54379e-16	66	0
62.727	-0.921198	66	0
62.727	-0.921198	72	0
62.727	-0.921198	72	0
62.727	-0.921198	60	0
-1.1472e-06	1.88719e-17	56	0
-2.0653e-06	7.78595e-17	68	0
62.727	-0.921198	76	0
-3.31435e-06	2.12249e-16	56	0
62.727	-0.921198	76	0
3.09838e-06	1.8455e-16	76	0
-1.37197e-07	-7.07292e-18	76	0
-1.68647e-06	4.94345e-17	76	0
2.25407e-06	9.41671e-17	76	0
1.72887e-06	5.23303e-17	76	0
62.727	-0.921198	76	0
-2.46329e-06	1.13906e-16	68	0
62.727	-0.921198	76	0
62.727	-0.921198	76	0
1.94281e-06	6.80409e-17	68	0
-9.56993e-08	-7.26622e-18	60	0
62.727	-0.921198	76	0
62.727	-0.921198	76	0
-2.99895e-06	1.72425e-16	68	0
-2.53021e-06	1.2059e-16	68	0
-1.59194e-06	4.32362e-17	76	0
-2.31842e-06	1.00052e-16	76	0
62.727	-0.921198	68	0
-3.76675e-06	2.7632e-16	60	0
-3.14924e-06	1.90905e-16	68	0
2.01869e-06	7.40531e-17	68	0
4.75613e-07	-2.92524e-18	60	0
-1.77418e-06	5.5505e-17	76	0
62.727	-0.921198	60	0
62.727	-0.921198	76	0
4.29871e-06	3.62129e-16	76	0
-2.82748e-06	1.52444e-16	68	0
-2.81823e-06	1.51399e-16	68	0
62.727	-0.921198	60	0
-4.95608e-08	-7.40026e-18	68	0
62.727	-0.921198	60	0
62.727	-0.921198	76	0
62.727	-0.921198	76	0
-1.44978e-07	-7.02901e-18	68	0
1.24132e-06	2.33681e-17	68	0
-2.40425e-06	1.08159e-16	76	0
-4.78053e-07	-2.87868e-18	68	0
2.29913e-06	9.82706e-17	76	0
1.48636e-07	-7.00753e-18	68	0
62.727	-0.921198	76	0
62.727	-0.921198	76	0
62.727	-0.921198	76	0
1.98754e-06	7.15566e-17	76	0
4.37405e-06	3.75197e-16	76	0
-3.57619e-06	2.48334e-16	68	0
62.727	-0.921198	76	0
-3.61622e-06	2.54091e-16	68	0
62.727	-0.921198	76	0
3.84234e-07	-4.49667e-18	68	0
3.8581e-06	2.90249e-16	68	0
-3.64625e-06	2.58454e-16	68	0
-2.4236e-06	1.10027e-16	68	0
8.92465e-08	-7.29009e-18	68	0
2.79133e-06	1.48381e-16	68	0
3.18549e-06	1.95498e-16	76	0
2.56624e-09	-7.44925e-18	68	0
-2.8462e-06	1.54568e-16	68	0
62.727	-0.921198	76	0
1.59808e-06	4.36276e-17	76	0
-2.22786e-06	9.18177e-17	68	0
62.727	-0.921198	76	0
62.727	-0.921198	76	0
5.80833e-07	-7.02045e-19	68	0
62.727	-0.921198	60	0
-1.18768e-07	-7.16727e-18	68	0
4.09624e-06	3.28135e-16	76	0
-1.01149e-06	1.30127e-17	68	0
62.727	-0.921198	76	0
62.727	-0.921198	68	0
-7.15474e-07	2.78867e-18	76	0
7.90908e-07	5.06132e-18	68	0
62.727	-0.921198	76	0
-4.18474e-06	3.42791e-16	76	0
62.727	-0.921198	68	0
1.72887e-06	5.23303e-17	76	0
-1.76294e-06	5.47101e-17	68	0
62.727	-0.921198	68	0
3.33362e-06	2.14812e-16	68	0
-2.63733e-06	1.31661e-16	68	0
2.16492e-06	8.62886e-17	76	0
4.43278e-06	3.85541e-16	60	0
-1.7546e-06	5.41232e-17	68	0
-4.07308e-06	3.2435e-16	68	0
-1.70013e-06	5.03592e-17	76	0
62.727	-0.921198	60	0
62.727	-0.921198	68	0
62.727	-0.921198	60	0
-2.84689e-06	1.54646e-16	68	0
4.02815e-06	3.1707e-16	68	0
62.727	-0.921198	76	0
2.68775e-06	1.37031e-16	76	0
62.727	-0.921198	76	0
-2.09142e-06	8.00313e-17	60	0
4.41595e-06	3.82563e-16	76	0
2.40596e-06	1.08323e-16	68	0
5.65391e-07	-1.05604e-18	76	0
