-0.94995	-0.738151
-0.24995	-0.0381512
-0.24995	-0.0381512
0.10005	-0.0381512
0.10005	-0.0381512
-0.0749496	-0.0381512
-0.0749496	-0.0381512
0.0125504	-0.0381512
0.0125504	-0.0381512
0.0125504	0.00559881
0.0125504	0.00559881
-0.00932464	0.00559881
-0.00932464	0.00559881
0.00161286	-0.00533869
0.00161286	-0.00533869
0.00161286	0.000130061
0.00161286	0.000130061
-0.00112152	0.000130061
-0.00112152	0.000130061
0.000245668	0.000130061
0.000245668	0.000130061
0.000245668	0.000130061
-9.61288e-05	0.000130061
-9.61288e-05	0.000130061
7.47696e-05	-4.08371e-05
7.47696e-05	-4.08371e-05
-1.06796e-05	-4.08371e-05
-1.06796e-05	-4.08371e-05
-1.06796e-05	1.88748e-06
-1.06796e-05	1.88748e-06
-1.06796e-05	1.88748e-06
1.53673e-09	1.88748e-06
1.53673e-09	1.88748e-06
1.53673e-09	1.88748e-06
1.53673e-09	-7.82812e-07
1.53673e-09	-7.82812e-07
1.53673e-09	5.52332e-07
1.53673e-09	5.52332e-07
