-3.64333e-08	0.774716	0.619837	283	
-4.44528e-07	1.32409e-07	6.85052e-12	261	
-4.0035e-07	-6.33202e-07	1.78708e-11	261	
-2.71439e-07	-6.13702e-07	1.4339e-11	227	
-1.45372e-07	-6.59944e-07	1.45413e-11	169	
0.774716	4.45913e-08	0.619837	309	
1.31852e-08	-6.07724e-07	1.17657e-11	281	
-2.00191e-07	3.15414e-07	4.444e-12	243	
0.774716	-5.91856e-07	0.619837	335	
-1.04764e-07	-3.57167e-07	4.41158e-12	355	
0.774715	2.24383e-07	0.619837	289	
-3.2886e-07	6.27073e-07	1.59648e-11	223	
-3.81959e-07	-3.99509e-07	9.728e-12	237	
0.774716	0.774715	1.23967	211	
5.29683e-07	-6.32248e-07	2.16627e-11	245	
-6.66126e-07	0.774716	0.619837	249	
0.774715	5.03148e-08	0.619837	325	
-8.26097e-07	3.12393e-07	2.48379e-11	259	
-6.19756e-08	-1.22197e-06	4.76696e-11	241	
-9.18236e-07	2.44164e-07	2.87466e-11	243	
-2.45935e-08	-5.54395e-07	9.80616e-12	273	
-2.62327e-07	-4.91288e-09	2.19202e-12	309	
-2.69248e-08	5.18134e-07	8.57159e-12	187	
-3.62165e-07	-2.5352e-07	6.22302e-12	267	
0.774716	0.774716	1.23967	303	
2.77647e-07	0.774716	0.619837	279	
0.774716	-5.37023e-07	0.619837	257	
0.774716	1.78498e-07	0.619837	265	
5.24112e-07	0.774716	0.619837	257	
-2.12159e-07	2.32285e-07	3.15126e-12	259	
-6.68407e-07	0.774715	0.619837	211	
1.52765e-07	-1.1352e-07	1.1533e-12	255	
-6.10413e-07	6.37859e-08	1.19942e-11	263	
0.774716	-2.59841e-07	0.619837	371	
-2.14275e-07	-1.26227e-07	1.96931e-12	291	
-2.11853e-07	-2.71032e-07	3.7681e-12	243	
0.774715	0.774716	1.23967	201	
3.3808e-08	-3.24704e-07	3.39373e-12	219	
-3.06886e-07	1.1997e-07	3.45723e-12	251	
1.5599e-07	-3.6651e-07	5.05218e-12	295	
3.88816e-07	6.03574e-08	4.92983e-12	245	
0.774715	0.774716	1.23967	299	
7.57741e-09	1.96597e-07	1.23257e-12	303	
3.04095e-07	6.03416e-07	1.4539e-11	253	
2.53712e-07	-1.88197e-07	3.17746e-12	315	
-3.0245e-07	0.774715	0.619837	229	
-3.15923e-07	-9.50385e-08	3.46567e-12	239	
0.774716	1.28259e-06	0.619837	297	
-1.58819e-07	0.774716	0.619837	205	
3.14482e-07	-4.05501e-08	3.20166e-12	227	
1.02163e-07	-2.37e-08	3.50386e-13	171	
1.61304e-07	-3.78606e-07	5.3928e-12	249	
-6.11199e-09	7.66537e-07	1.87113e-11	259	
6.00331e-07	1.02533e-07	1.18108e-11	261	
-1.27755e-06	0.774716	0.619837	231	
-5.2169e-07	4.93871e-09	8.66729e-12	275	
-8.04722e-07	-1.97999e-08	2.06328e-11	269	
-2.35917e-07	0.774716	0.619837	185	
-1.23334e-07	-1.21579e-06	4.7552e-11	185	
-1.12909e-07	1.58487e-07	1.2057e-12	275	
8.59288e-07	-1.94303e-07	2.4714e-11	191	
0.774715	-9.21455e-08	0.619837	225	
5.40032e-07	9.09348e-08	9.54969e-12	297	
2.3147e-07	2.21338e-08	1.72173e-12	243	
-1.31236e-06	0.774716	0.619837	239	
0.774715	-1.61112e-07	0.619837	281	
0.774716	-1.6138e-07	0.619837	321	
-1.55556e-07	0.774717	0.619837	185	
-3.35868e-09	-2.30335e-07	1.68976e-12	263	
1.72431e-07	0.774715	0.619837	251	
-1.20122e-07	-3.19389e-07	3.7077e-12	213	
5.83317e-07	1.2062e-07	1.12981e-11	237	
3.01525e-09	2.98061e-08	2.86438e-14	247	
-4.42901e-09	-9.93653e-07	3.14402e-11	237	
1.68595e-07	8.6767e-08	1.14486e-12	223	
5.69805e-08	-4.62358e-08	1.71418e-13	269	
-5.63432e-07	-2.88404e-07	1.27574e-11	303	
4.10115e-07	3.32123e-07	8.86802e-12	237	
-2.88736e-07	-1.21601e-07	3.1255e-12	255	
3.11525e-07	3.29522e-07	6.54765e-12	241	
0.774716	-1.26265e-07	0.619837	177	
-1.62107e-07	6.16962e-08	9.579e-13	241	
0.774716	-1.62783e-07	0.619837	275	
-3.72895e-07	-2.14071e-07	5.88685e-12	289	
0.774715	0.774716	1.23967	243	
-2.1931e-07	5.82374e-07	1.23312e-11	205	
-2.16952e-07	7.64395e-07	2.01044e-11	235	
4.54448e-08	-1.06803e-07	4.2899e-13	157	
-9.53441e-08	2.47734e-07	2.24354e-12	269	
-3.05076e-07	8.12356e-08	3.17391e-12	291	
-1.1607e-07	3.74031e-07	4.88365e-12	115	
-1.82015e-07	5.41348e-10	1.05493e-12	311	
1.33404e-07	9.4746e-08	8.52651e-13	299	
2.79202e-08	0.774716	0.619837	235	
0.774716	0.774717	1.23967	315	
0.774715	-1.80804e-07	0.619837	291	
-4.95918e-07	1.68569e-07	8.73612e-12	251	
-1.26763e-07	2.15129e-07	1.98552e-12	231	
-5.16452e-07	5.25195e-08	8.58091e-12	265	
-8.07248e-08	2.76946e-07	2.64988e-12	287	
-4.90007e-08	-0.774715	0.619837	247	
0.774715	-0.774716	1.23967	279	
0.774715	0.774717	1.23967	199	
5.84132e-08	1.56421e-06	7.80194e-11	265	
-0.774716	0.774716	1.23967	279	
-1.79192e-07	-0.774715	0.619837	175	
0.774716	-1.72932e-07	0.619837	291	
0.774716	6.98857e-07	0.619837	279	
0.774715	0.774716	1.23967	211	
0.774716	-0.774715	1.23967	195	
-0.774716	2.12866e-07	0.619837	269	
0.774716	0.774716	1.23967	225	
0.774716	2.60022e-07	0.619837	241	
0.774715	6.92232e-07	0.619837	181	
-0.774716	9.86534e-08	0.619837	223	
8.43039e-07	8.06503e-07	4.33427e-11	243	
0.774716	1.55658e-07	0.619837	289	
-0.774717	-0.774715	1.23967	213	
0.774716	6.32018e-07	0.619837	253	
-0.774716	0.774716	1.23967	205	
9.8908e-08	0.774716	0.619837	247	
0.774716	-1.16058e-07	0.619837	315	
1.41635e-06	0.774716	0.619837	269	
-0.774716	0.774716	1.23967	219	
7.55643e-07	0.774716	0.619837	195	
-3.16997e-07	0.774716	0.619837	225	
5.78209e-07	0.774716	0.619837	169	
0.774716	-1.86005e-07	0.619837	251	
-2.36851e-07	4.74413e-07	8.95306e-12	335	
1.19038e-09	-0.774716	0.619837	219	
-1.02577e-07	3.46457e-07	4.15712e-12	281	
5.1782e-07	-4.22601e-08	8.5949e-12	217	
0.774716	-0.774716	1.23967	285	
-0.774716	0.774716	1.23967	271	
-0.774715	0.774715	1.23967	223	
1.65404e-06	0.774716	0.619837	237	
-5.58729e-07	-7.90717e-08	1.01397e-11	181	
-0.774716	-5.95046e-07	0.619837	179	
-9.88862e-08	-0.774716	0.619837	225	
-0.774716	4.8464e-07	0.619837	245	
2.09292e-07	5.81332e-07	1.21558e-11	249	
-1.29277e-07	0.774715	0.619837	181	
-9.90754e-08	-0.774715	0.619837	277	
2.12364e-07	0.774716	0.619837	333	
0.774716	2.7632e-07	0.619837	183	
0.774716	0.774715	1.23967	195	
-1.60123e-06	2.16178e-07	8.31299e-11	165	
6.85201e-07	-0.774715	0.619837	215	
-3.8666e-08	0.774716	0.619837	281	
6.2535e-07	0.774716	0.619837	223	
-7.126e-07	4.87749e-07	2.3745e-11	207	
7.21564e-08	-1.05428e-06	3.55587e-11	187	
3.23709e-07	1.52637e-07	4.07852e-12	225	
-0.774715	-0.774716	1.23967	243	
0.774716	0.774715	1.23967	253	
1.16724e-08	3.63861e-07	4.22018e-12	253	
-1.55885e-08	0.774715	0.619837	285	
-0.774716	1.26908e-06	0.619837	227	
-0.774716	-0.774717	1.23967	261	
-0.774716	0.774714	1.23967	167	
0.774716	-5.49206e-09	0.619837	261	
0.774715	-0.774716	1.23967	235	
-0.774716	-1.59181e-07	0.619837	181	
-0.774716	-0.774716	1.23967	247	
0.774714	2.48118e-08	0.619837	243	
1.69186e-07	0.774715	0.619837	225	
0.774716	-1.35304e-06	0.619837	221	
0.774715	-0.774715	1.23967	263	
-0.774716	-0.774716	1.23967	279	
-1.66467e-07	7.19341e-07	1.73592e-11	255	
-0.774716	0.774716	1.23967	313	
0.774716	1.65467e-07	0.619837	229	
3.23272e-07	-1.64486e-06	8.94802e-11	213	
-3.8147e-07	-0.774716	0.619837	211	
5.8848e-07	5.44986e-07	2.04849e-11	249	
-0.774715	0.774716	1.23967	247	
