-0.94995	-0.738151
-0.24995	-0.0381512
-0.24995	-0.0381512
-0.24995	-0.0381512
-0.59995	-0.0381512
-0.59995	-0.0381512
-0.59995	-0.0381512
-0.77495	0.00559881
-0.0749496	0.00559881
-0.0749496	0.00559881
-0.0749496	0.00559881
-0.0749496	0.00559881
-0.0749496	0.00559881
0.0125504	0.00559881
0.0125504	0.00559881
0.0125504	0.000130061
0.0125504	0.000130061
0.0125504	0.000130061
0.0125504	0.000130061
0.0125504	0.000130061
0.0125504	0.000130061
-0.00932464	0.000130061
-0.00932464	0.000130061
-0.00932464	0.000130061
-0.00932464	0.000130061
-0.00385589	0.000130061
-0.00385589	0.000130061
-0.00385589	0.000130061
-0.00112152	0.000130061
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.00112152	4.46121e-05
-0.000437926	4.46121e-05
-0.000437926	4.46121e-05
-0.000437926	4.46121e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
-9.61288e-05	-4.08371e-05
7.47696e-05	-4.08371e-05
7.47696e-05	-4.08371e-05
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
7.47696e-05	1.88748e-06
-1.06796e-05	1.88748e-06
-1.06796e-05	1.88748e-06
-1.06796e-05	1.88748e-06
-1.06796e-05	1.88748e-06
-1.06796e-05	1.88748e-06
-1.06796e-05	1.88748e-06
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-5.33904e-06	5.52332e-07
-2.66875e-06	5.52332e-07
-2.66875e-06	5.52332e-07
-2.66875e-06	5.52332e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
-1.33361e-06	2.18546e-07
