0; 0; 
0,00818098; 0,160841; 
0,0316262; 0,305421; 
0,0687504; 0,434559; 
0,118051; 0,549076; 
0,178105; 0,649789; 
0,247575; 0,737507; 
0,3252; 0,813028; 
0,4098; 0,877136; 
0,500273; 0,930598; 
0,59559; 0,974162; 
0,694799; 1,00855; 
0,797019; 1,03448; 
0,901436; 1,05262; 
1,0073; 1,06363; 
1,11394; 1,06813; 
1,22073; 1,06673; 
1,32711; 1,06; 
1,43257; 1,04848; 
1,53667; 1,0327; 
1,63899; 1,01315; 
1,73919; 0,990283; 
1,83695; 0,964539; 
1,93201; 0,936325; 
2,02414; 0,906024; 
2,11316; 0,87399; 
2,1989; 0,840555; 
2,28123; 0,806023; 
2,36007; 0,770677; 
2,43535; 0,734777; 
2,50702; 0,698558; 
2,57506; 0,662238; 
2,63947; 0,626012; 
2,70027; 0,590057; 
2,7575; 0,554531; 
2,8112; 0,519574; 
2,86143; 0,485311; 
2,90828; 0,451851; 
2,95183; 0,419288; 
2,99217; 0,387703; 
3,02941; 0,357164; 
3,06364; 0,327726; 
3,09499; 0,299436; 
3,12357; 0,272327; 
3,1495; 0,246425; 
3,1729; 0,221748; 
3,19389; 0,198303; 
3,2126; 0,176092; 
3,22915; 0,155112; 
3,24366; 0,13535; 
3,25626; 0,116793; 
3,26706; 0,099418; 
3,27618; 0,0832017; 
3,28374; 0,0681157; 
3,28984; 0,0541289; 
3,2946; 0,0412073; 
3,29812; 0,0293148; 
3,30049; 0,0184137; 
3,30183; 0,0084646; 
3,30222; -0,000572918; 
3,30174; -0,00874006; 
3,3005; -0,0160785; 
3,29856; -0,0226303; 
3,296; -0,0284373; 
3,29289; -0,0335412; 
3,28931; -0,0379835; 
3,28532; -0,0418048; 
3,28097; -0,0450452; 
3,27632; -0,0477439; 
3,27144; -0,049939; 
3,26635; -0,0516676; 
3,26112; -0,0529657; 
3,25577; -0,0538678; 
3,25036; -0,0544075; 
3,2449; -0,0546167; 
3,23944; -0,0545261; 
3,23401; -0,0541649; 
3,22862; -0,0535609; 
3,2233; -0,0527405; 
3,21808; -0,0517288; 
3,21296; -0,0505492; 
3,20797; -0,0492239; 
3,20312; -0,0477737; 
3,19842; -0,046218; 
3,19388; -0,0445748; 
3,18951; -0,0428611; 
3,18531; -0,0410923; 
3,18129; -0,0392829; 
3,17745; -0,0374458; 
3,1738; -0,0355934; 
3,17033; -0,0337364; 
3,16705; -0,0318848; 
3,16396; -0,0300477; 
3,16104; -0,028233; 
3,15831; -0,0264478; 
3,15575; -0,0246985; 
3,15337; -0,0229907; 
3,15115; -0,021329; 
3,1491; -0,0197175; 
3,14721; -0,0181597; 
3,14547; -0,0166584; 
3,14387; -0,0152159; 
3,14242; -0,0138339; 
3,14111; -0,0125137; 
3,13992; -0,0112562; 
3,13885; -0,0100616; 
3,1379; -0,00893023; 
3,13706; -0,00786168; 
3,13633; -0,00685542; 
3,13569; -0,00591063; 
3,13514; -0,00502625; 
3,13468; -0,00420101; 
3,1343; -0,00343347; 
3,13399; -0,002722; 
3,13376; -0,00206489; 
3,13358; -0,00146027; 
3,13346; -0,000906198; 
3,1334; -0,000400669; 
3,13338; 5,83892e-05; 
3,13341; 0,000473087; 
3,13347; 0,000845558; 
3,13358; 0,00117795; 
3,13371; 0,0014724; 
3,13387; 0,00173105; 
3,13405; 0,001956; 
3,13426; 0,00214935; 
3,13448; 0,00231313; 
3,13472; 0,00244934; 
3,13497; 0,00255993; 
3,13523; 0,00264679; 
3,1355; 0,00271176; 
3,13577; 0,00275661; 
3,13605; 0,00278303; 
3,13633; 0,00279266; 
3,13661; 0,00278706; 
3,13689; 0,00276772; 
3,13716; 0,00273606; 
3,13743; 0,00269343; 
3,1377; 0,00264109; 
3,13796; 0,00258025; 
3,13822; 0,00251203; 
3,13846; 0,0024375; 
3,1387; 0,00235763; 
3,13893; 0,00227335; 
3,13916; 0,00218552; 
3,13937; 0,00209493; 
3,13958; 0,00200229; 
3,13977; 0,0019083; 
3,13996; 0,00181355; 
